Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
You are the very great pm in Singapore 🇸🇬 sir  Thanks you so much sir 🙏🙏🙏,8/1/21,14,Tracetogether,14,1,-11.15905065,1,0,1,16.17210498,2,0,0
Thank you honorable PM. Great leadership.  Allah bless  you,8/1/21,9,Tracetogether,9,0,-11.53515837,0,0,1,10.50364908,2,0,0
Thank you PM Lee to set up a good example~👍👍SG UNITED !❤,8/1/21,12,Tracetogether,12,1,-11.85074504,2,0,1,22.87083564,3,0,0
"If anyone here is still skeptical about how the vaccine works, and the science behind it, I've created a simple infographic to help you. Don't knock it off just because you don't understand it.  https://m.facebook.com/story.php?story_fbid=10157579847305740&id=508145739",8/1/21,31,Tracetogether,34,2,-11.97962292,7,2,1,12.64865006,2,0,0
Proud of you PM Lee. Way to go to encourage people. God bless you and keep you safe and healthy.,8/1/21,20,Tracetogether,20,1,-10.21860971,3,1,2,8.790257254,1,0,0
"Mr Prime Minister,I admired your good leadership to your people.",8/1/21,11,Tracetogether,11,1,-10.33140855,1,0,2,12.6117896,2,0,0
"thank you sir( singapora prime minister) wishing you and all the health, my Allah bless you.",8/1/21,16,Tracetogether,16,1,-12.17506496,2,1,2,10.23468696,2,0,0
"PM Lee, please rest more and healthy after taken vaccination🙏💪❤ We🇸🇬 so proud have great Leadership PM Lee❤🇸🇬",8/1/21,18,Tracetogether,18,1,-12.02398024,4,1,1,19.47608255,2,0,0
Ouch... ha ha ...not so painful. ,8/1/21,6,Tracetogether,6,0,-13.88538479,0,0,0,46.63925651,4,0,0
Kenneth Koh u old d better take soon ,8/1/21,8,Tracetogether,8,0,-13.78984757,1,0,0,22.87083564,3,0,0
"Thank you, Mr Prime Minister",8/1/21,5,Tracetogether,5,0,-10.52660687,0,0,1,16.22886339,2,0,0
🙏 Great sir 🙏 Example for good leader Wish you good health 🙏🙏,8/1/21,10,Tracetogether,10,0,-12.61408022,0,0,1,12.94484066,2,0,0
Well done my hero good job ,8/1/21,6,Tracetogether,6,0,-11.20559525,1,0,1,34.97657075,3,0,0
"GREAT , EXAMPLE FOR GOOD LEADER WISH YOU GOOD HEALTH",8/1/21,9,Tracetogether,9,0,-19.041886,0,0,1,7.083926443,1,0,0
Great. Thank you PM Lee,8/1/21,5,Tracetogether,5,0,-10.72105813,1,0,1,22.87083564,3,0,0
Leadership By Example. Thanks PM!! 🌹,8/1/21,5,Tracetogether,5,0,-13.02960757,0,0,0,16.65822254,2,0,0
"Dear Mr Lee. As always, very heartwarming. Thank you for sharing.",8/1/21,11,Tracetogether,11,1,-10.8004042,2,0,1,16.65822254,2,0,0
Thanks for sharing this love from Nepal jay pashupatinath     Stay safe    Take care of your health,8/1/21,16,Tracetogether,16,1,-12.9523386,1,0,1,6.564974895,1,0,0
World❤️ no1 best Honest Great Honorable Prime minister Only you sir❤️❤️❤️😘😘😘,8/1/21,10,Tracetogether,11,1,-14.61246603,1,0,1,12.6117896,2,0,0
HE IS REALLY A GOOD LEADER.. SALUTE TO YOU PM LEE.. GOD BLESS,8/1/21,13,Tracetogether,13,1,-16.80183738,1,0,1,5.197047584,1,0,0
Nguyen Thai Son Linh Nguyen,8/1/21,5,Tracetogether,5,0,-17.05537175,0,0,0,14.71185688,2,0,0
All the best Mr. Lee 🙏 #respect ,8/1/21,5,Tracetogether,5,0,-9.836708271,0,0,0,34.97657075,3,0,0
Salute n Respect to Mr Lee PM of Sgp... a leader who leads by examples... Great job 👍👍👍,8/1/21,17,Tracetogether,17,1,-12.4293508,1,0,0,5.807180241,1,0,0
"Dear sir, Thank you Mr Prime Minister for getting us all the Vaccine this soon. May Singapore always stand tall and blessed。 Best of luck Excellency 。❤️❤️ #UniteSingapore ",8/1/21,26,Tracetogether,26,2,-12.53930433,4,1,2,4.448251338,0,0,0
Respected PM Sir You are the rollmodel of Priminister. We respect for your great leadership to take care of Singaporeans and all other peoples from various countries who all working in Singapore. Thank you sir  Former member of Tamilnadu Legislative Assembly. Previous construction supervisor in Singapore. Now in Tamilnadu.,8/1/21,49,Tracetogether,49,2,-12.02681337,6,1,3,2.867284503,0,0,0
"Thank you Prime Minister Mr. Lee Hsien Loong for your good example in front to take the vaccination.  It shows your great  leadership with respect, passion and commitment to support current and future global challenges, including pandemics, climate change, extremist terrorism, sustainable development and cybersecurity. May Almighty shower His blessings abundantly with lots of peace, health, prosperous and happiness to you and entire world communities’ 🇸🇬💞🙏🌹",8/1/21,65,Tracetogether,65,3,-11.8661803,5,2,4,1.587499096,0,0,0
I am a healthcare worker in England and had my vaccine last week and feel absolutely fine. I am hoping i can travel to Singapore soon to visit my parents. Please have your vaccine when it is offered so hopefully we can go back to our normal life soon. God bless and stay safe .,8/1/21,54,Tracetogether,54,3,-10.65250194,12,3,6,4.397284405,0,0,1
Thank you Sir PM Lee for leading example! Remember you and all who have taken the vaccination in prayer! #SGUnited  SG truly blessed with your leadership and your teams! ,8/1/21,28,Tracetogether,28,2,-11.48383155,4,2,3,4.696090851,0,0,0
Thanks Sir today you received 1st dose of covid 19 vaccine. We pray for you. You are well from any  health problem,8/1/21,20,Tracetogether,22,1,-11.48449846,3,0,1,8.790257254,1,0,0
"Dear PM Lee Hsien Loong,thank you Sir,thank you for showing a good example to all Singaporean,if the vaccine safe,as a Singaporean i will definitely go on it,thank you PM Lee,GOD BLESS you all the times 🙏🏻",8/1/21,41,Tracetogether,41,2,-12.14858834,4,1,2,3.505072643,0,0,0
"Thnk you, Sir.  For  being a good leader and giving the nation  confidence.  Proud of you for carrying on what your father had build for the Nation. 🥰",8/1/21,27,Tracetogether,27,2,-10.21612034,5,1,3,8.190545601,1,0,0
Well done PM! A good start by setting the pace for Singaporean. A classic Leadership by example. I wish you Good Health PM Lee,8/1/21,24,Tracetogether,24,1,-11.08913734,3,0,1,6.225385716,1,0,1
"Thank you sir, great leader will lead us on to put our steps forward to fight against covid virus, very encouraging, appreciate your first move to set an example.",8/1/21,29,Tracetogether,29,2,-11.29578977,6,0,4,10.50364908,2,0,0
A true leader of a nation!!! A leader who really cares for his people! Like father like son. Singapore is truly blessed with Mr Lee Kuan Yew and Mr Lee Hsien Loong as our PM. May the Good Lord bless our PM Lee with great health.,8/1/21,46,Tracetogether,46,2,-11.19996903,3,1,2,2.750675403,0,0,0
"Never easy to be a government that leads by example, even having to put one’s life on the line for the sake of its citizen! I salute you and your team PM Lee! Stay safe & keep well sir! 🙏💕",8/1/21,39,Tracetogether,38,2,-10.21089875,6,1,2,5.682824557,1,0,0
Role model for Singaporean and foreigners. Well done sir!!!   Hope to see everyone taking this injection without any fear and stay with good health.,8/1/21,24,Tracetogether,24,1,-11.27069722,4,2,0,5.197047584,1,0,0
Thank you sir for leading us all these years and now through this pandemic leading the way when many of us are still in doubt . 👏🏻👏🏻👍🏾🙏,8/1/21,25,Tracetogether,25,1,-10.00343684,4,3,2,16.65822254,2,0,0
"Good afternoon  Mr PM Lee Hsien Loong . Thank you for being the First Cup HERO Bearers Singaporeans  to step up and take the jabs . CERTAINLY its a a great Leading by example ( not just saying only ) , giving assurance and confident in the effectiveness of the Jab to the many more Singaporeans, PRs , commoners and imgrants .  Please aso do take care of Yourself , Sire.  Do keep away or not stay around with people having flus , fevers or virus issues in order to keep Yourself very Safe and that will the Jab will take good immuity into Your Body System .  Congratulations and Best Wishes and pray 🙏 it wil take great and good effects into Your Body",8/1/21,114,Tracetogether,114,4,-12.38155208,15,5,5,0.99648764,0,0,0
Thank you Sir for leading by example. Really exceptional blessed to be a Singaporean as we witness how other countries compared to what SG has done. Great job! ,8/1/21,28,Tracetogether,28,2,-11.11037239,8,0,2,8.790257254,1,0,0
God please bless PM Lee. I scared of this new vaccine🙈...really Sir you taking the vaccine....god please take care of PM Lee. ❤ (no need to take it so fast Sir...aiyooooo so stressful now because looks like all must take....but really I salute you Sir) I pray you will be well.,8/1/21,54,Tracetogether,54,3,-11.4765433,8,1,3,4.806821386,0,0,0
Thank you sir :) do monitor for reactions over the next few days :),8/1/21,12,Tracetogether,12,1,-10.87417027,2,1,1,16.65822254,2,0,0
A true leader of a nation. Thank you Mr Prime Minister for getting us the Vaccine this soon. May Singapore always stand tall and blessed,8/1/21,25,Tracetogether,25,1,-10.68562305,3,1,2,6.209982184,1,0,0
"Thank you for showing us by leading , take care PM Lee please drink more water and have good rest",8/1/21,19,Tracetogether,19,1,-11.02411725,5,1,2,10.50364908,2,0,0
Pls give this man some credit. as a leader not only he allow free vaccine and guarantee coverage if side effects he also be the one to test for it. .thank you PM Lee ❤️,8/1/21,34,Tracetogether,34,2,-10.1743359,5,3,1,5.807180241,1,0,0
Thank you Prime Minister Mr. Lee Hsien Loong for being the first example to take the vaccine. ,8/1/21,17,Tracetogether,17,1,-11.06872643,2,0,1,7.338751371,1,0,0
"Leading by example! 👍👏👏👏wishing excellent health for u, PM! ",8/1/21,9,Tracetogether,9,0,-11.94764363,2,0,0,16.65822254,2,0,1
You are leading with example. Best of luck Excellency ,8/1/21,9,Tracetogether,9,0,-10.87716988,2,0,0,22.87083564,3,0,0
"Just curious why the nurse did not wear medical gloves, isn’t this should be standard PPE?",8/1/21,17,Tracetogether,16,1,-12.26162532,4,0,0,16.65822254,2,1,0
This will instill a lot of confidence in Singaporeans to take the vaccine.  SG is lucky to have a PAP govt that lead by example.,8/1/21,25,Tracetogether,25,1,-10.88348186,4,0,0,6.564974895,1,0,1
"Glad to see our PM leading by example, at the same time taking the first step to be protected from the coronavirus.",8/1/21,22,Tracetogether,22,1,-10.26085994,4,0,1,8.790257254,1,0,0
"Mr PM Lee,  thank you for taking vaccination to show us it is safe and best way to get Covid-19 pandemic under control. We are so proud of you and your team so effectively and swiftly took quick and appropriate actions to put the spread of virus to the lowest level as much as possible. May you and all Singaporeans be blessed with a healthier, stronger and brighter future.",8/1/21,69,Tracetogether,69,3,-10.53266285,9,5,5,3.357630785,0,0,0
"Give the nurse a medal, imagine the pressure having the perform the task while facing the PM and camera/cameras",8/1/21,20,Tracetogether,20,1,-10.64712402,3,2,0,10.50364908,2,0,0
"Dear sir, thank you for leading by example! My utmost respect for you :) ",8/1/21,13,Tracetogether,13,1,-11.10774442,2,0,1,12.94484066,2,0,0
Thank you PM for taking the lead and your Team on thinking ahead. For many many more good years.,8/1/21,19,Tracetogether,19,1,-9.965986162,2,1,2,12.94484066,2,0,0
You are the best to our🇸🇬 great and respect Leadership PM Lee in the world🙏🇸🇬!! Please rest more after taken vaccination PM Lee🙏🇸🇬,8/1/21,23,Tracetogether,23,1,-10.44161876,3,1,1,14.71185688,2,0,0
"Great leaders lead by example. Though we are blessed with competent teams to minimise the damages from the pandemic, but we are not to let our guards down even with the vaccines available to us. Mask on and safe distancing is still the core responsibility of everyone to stay safe. The recent easing of group gatherings is not to be taken for granted. Thank you sir and your team for keeping us safe.",8/1/21,73,Tracetogether,73,3,-10.41163771,13,4,5,3.357630785,0,0,1
thanks for taking the lead and provided all the assurance 👍,8/1/21,10,Tracetogether,10,0,-9.556052138,2,1,0,22.87083564,3,0,0
Awesome taking the courage to be vaccinated. This to show that the vaccine is safe for SIngapore residents,8/1/21,18,Tracetogether,18,1,-10.49960461,5,0,0,12.23229984,2,0,1
Very proud of you PM Lee Leading the country  from the front 🙏 Majullah singapura ,8/1/21,14,Tracetogether,14,1,-12.34571561,1,0,1,10.50364908,2,0,0
When can I get mine PM sir? Everyone waiting to go on vacation with protection. 🤩,8/1/21,15,Tracetogether,15,1,-10.82880925,3,0,2,12.94484066,2,0,0
You are setting a great example! Future generations will learn from you!,8/1/21,12,Tracetogether,12,1,-10.25018328,3,0,0,34.97657075,3,0,0
"Sir, please prioritize innoculation for workers from marine and aviation sectors too. Isn't it obvious that it is more important - from the recent new community infections?",8/1/21,25,Tracetogether,27,2,-12.00011828,3,1,0,6.564974895,1,0,0
"I am a filipina ( from Philippines ), never been to Singapore but I really idolize PM Lee Hsien Loong , Singaporeans , you are lucky having him as your leader ..",8/1/21,27,Tracetogether,27,2,-12.33303344,5,1,3,6.37403576,1,0,0
Good example. When can I have it too?,8/1/21,8,Tracetogether,8,0,-9.14149605,1,0,1,66.4941953,4,0,0
True leader leads by example. 👏👏👏,8/1/21,5,Tracetogether,5,0,-11.32624667,0,0,0,22.87083564,3,0,0
A true leader takes the bullet first to show his people that I am here  ✋  nothing wrong will happen. This gives us more confidence that we can fight this pandemic and stride over.,8/1/21,33,Tracetogether,33,2,-10.29042572,6,1,3,10.50364908,2,0,0
Thank you sir we are proud of you sir.we are  lucky PM in singapore.,8/1/21,13,Tracetogether,15,1,-11.5939621,4,0,2,22.2099253,3,0,0
I salute the Nurse. Must be very pressuring to perform the administration while hearing so many camera clicking sound.,8/1/21,19,Tracetogether,19,1,-11.44907575,6,1,0,12.94484066,2,0,0
Your are the good leader and tremendous example of all nations PM... hope you’re feeling better after taking vaccines...,8/1/21,20,Tracetogether,19,1,-10.98283146,3,1,0,10.50364908,2,0,1
Alot of wishes and prayer from Bhutan to the people of Singapore,8/1/21,12,Tracetogether,12,1,-10.75833718,0,1,0,10.19539268,2,0,0
Thank you for putting Singapore on the world map. Nobody is asking me if Singapore is in China now when I am overseas. Thank you for building Marina Bay. I feel that you are a really good PM. You are mentally so strong. I know you might be retiring soon and I hope you will enjoy your retirement.,11/1/21,58,Tracetogether,58,3,-10.27320025,14,3,8,5.310309567,1,0,0
Wish you good health always! Hope you and your team can still continue to lead Singapore many many years ahead till you can handover to the right capable leader. ,9/1/21,29,Tracetogether,29,2,-10.89110194,3,2,3,8.532641765,1,0,0
It is a great responsibility to care for the nation. You are the pioneer and a great leader.,9/1/21,18,Tracetogether,18,1,-8.672085079,3,1,0,16.65822254,2,0,0
"Yes PM sir, Singapore need you to stay stronger and, to ensure Memorial Hall is soon build for the Singapore's founding father late Mr. Lee Kuan Yew. Because Singapore yet to pay back to its/his/her founder Mr.LKY. ",9/1/21,37,Tracetogether,40,2,-11.80744587,5,2,1,5.028218218,1,0,1
What happen to infection control. Why the nurse did not perform proper hand hygiene and wear gloves! ,8/1/21,17,Tracetogether,17,1,-11.47020552,4,1,0,12.94484066,2,0,0
Thank you so much Mr pm showing us to public Generation Have A good day and Rest well ,8/1/21,18,Tracetogether,18,1,-11.25140997,2,1,2,10.50364908,2,0,0
"Sir, i am a frequent intnl traveller and a EP holder living in SG.  Please allow people like me to pay and get vaccinated early. ",11/1/21,25,Tracetogether,25,1,-12.33817236,4,2,2,5.807180241,1,0,0
Do keep PM in prayer.....we respected n saluted to him for always being a frontline to set n lead by example. Lately the news of Dr. Gregory Michael in US died after two weeks of vaccine. We pray for good report to all our fellow Singaporean who took part in this vaccine that no complication on this vaccine.,10/1/21,59,Tracetogether,59,3,-10.95177041,9,0,3,3.441648625,0,0,1
"The vaccine is not free... it’s is already paid for by tax payers money. It’s only that we don’t have to pay it again at our individual expenses. I don’t get it, born and raise in SG and we thank the gov when they say it’s free. Nothing is free in SG. We have been paying it daily in our taxes. Wether it’s GST, or income tax. It’s already paid for. But I would like to thank PM for leading by example.",9/1/21,89,Tracetogether,82,3,-10.27656293,19,3,5,3.598540059,0,0,1
Thank you PM Lee. You are truly our awesome leader. I m very proud of my country. God bless & protect you and family always 🙏🏻🥰,8/1/21,24,Tracetogether,24,1,-10.4830241,3,1,4,6.564974895,1,0,0
"Leaders leading by example. On a side note, Pls update us if u have any side effects 🙏🏽",8/1/21,17,Tracetogether,17,1,-11.69879233,3,1,1,8.190545601,1,0,0
the nurse administering vaccine  need not wear gloves?,8/1/21,8,Tracetogether,8,0,-12.40026289,1,0,0,22.87083564,3,1,0
Thank you for giving us confidence and strength!  I look forward to the vaccination coming one day soon!,8/1/21,18,Tracetogether,18,1,-10.15144421,3,1,2,12.94484066,2,0,0
Why wasn't the nurse wearing gloves?🤔,8/1/21,5,Tracetogether,6,0,-11.75939062,2,0,0,66.4941953,4,0,0
"Sir, I got 1 question...why the nurse nv wear gloves??",8/1/21,10,Tracetogether,11,1,-12.77464019,2,0,1,10.50364908,2,0,0
Èdison Squall looks how's the Singapore citizen point of view against taking vaccine. Stay positive bro 💪🏻,8/1/21,14,Tracetogether,16,1,-13.59419684,3,0,0,8.532641765,1,0,0
"Was Wondering, Gloves not required? N pls also Make it compulsory for all that Voted For You. Thanks.",8/1/21,18,Tracetogether,18,1,-12.45904066,6,1,0,10.50364908,2,0,0
