,Unnamed: 0,name,comment,processed_text,demojize_text
768,6,uncle_ball_ball,Sinovac.. siao liao lor,"['sinovac', 'siao', 'liao', 'lor']",Sinovac.. siao liao lor
769,7,jesuschrist_earthson_1997,"What the! Sinovac! China’s way of apologising their initial cover-up propaganda of this Wuhan coronavirus huh!! Doesn’t work for the world now that 84.8 million cases/people have been found to be infected and 1.86 million deaths have been recorded! Too late man China,it is too late to apologise! Like that @onerepublic song from 2007","['sinovac', 'china', 'way', 'apologis', 'initi', 'propaganda', 'wuhan', 'coronaviru', 'huh', 'work', 'world', 'million', 'found', 'infect', 'million', 'death', 'record', 'late', 'man', 'china', 'late', 'apologis', 'like', 'song']","What the! Sinovac! China’s way of apologising their initial cover-up propaganda of this Wuhan coronavirus huh!! Doesn’t work for the world now that 84.8 million cases/people have been found to be infected and 1.86 million deaths have been recorded! Too late man China,it is too late to apologise! Like that @onerepublic song from 2007"
770,8,nora_yee_,Good grief! No Sinovac please. Can we really trust it? Has China released data on its side effects? We need transparency of information.,"['good', 'grief', 'sinovac', 'pleas', 'realli', 'trust', 'china', 'releas', 'data', 'side', 'effect', 'need', 'transpar', 'inform']",Good grief! No Sinovac please. Can we really trust it? Has China released data on its side effects? We need transparency of information.
771,9,kohmichael89,Ask the minister or president go try first?,"['ask', 'minist', 'presid', 'go', 'tri', 'first']",Ask the minister or president go try first?
772,10,kohmichael89,Ask the minister or president go try first?,"['ask', 'minist', 'presid', 'go', 'tri', 'first']",Ask the minister or president go try first?
773,11,idxp.mart,What's sinovac,['sinovac'],What's sinovac
774,12,kayden_leow,No sinovac. We cannot trust them!,"['sinovac', 'trust']",No sinovac. We cannot trust them!
775,13,yourmotherlj123,Just dont use Sinovac on our own people,"['dont', 'use', 'sinovac', 'peopl']",Just dont use Sinovac on our own people
776,14,pillopooh,I hope we all can back to work from home 100% for non essential. With the spread of uk virus currently it’s so dangerous esp for pregnant lady. Gov always asked citizen to have baby but where is the protection for pregnant lady?,"['hope', 'back', 'work', 'home', 'non', 'essenti', 'spread', 'uk', 'viru', 'current', 'danger', 'esp', 'pregnant', 'ladi', 'gov', 'alway', 'ask', 'citizen', 'babi', 'protect', 'pregnant', 'ladi']",I hope we all can back to work from home 100% for non essential. With the spread of uk virus currently it’s so dangerous esp for pregnant lady. Gov always asked citizen to have baby but where is the protection for pregnant lady?
777,0,suarezgurung,That's great 👍🤝,['great'],That's great :thumbs_up::handshake:
778,1,xo.jujube.xo,this gives us so much hope,"['give', 'us', 'much', 'hope']",this gives us so much hope
779,2,coldheartlines,Later all the side effects come lol😂,"['later', 'side', 'effect', 'come', 'lol']",Later all the side effects come lol:face_with_tears_of_joy:
780,3,prestigejuly,Omg the vaccines! ❌,"['omg', 'vaccin']",Omg the vaccines! :cross_mark:
781,4,prestigejuly,Omg a plane can open like that? ✔️,"['omg', 'plane', 'open', 'like']",Omg a plane can open like that? :check_mark:
782,5,legendpvper,"Give it to those politicians first, if there is a side effect or anything, they are the first to get it!","['give', 'politician', 'first', 'side', 'effect', 'anyth', 'first', 'get']","Give it to those politicians first, if there is a side effect or anything, they are the first to get it!"
783,6,jooheeleee,@hongjun0107 대단하다 싱가펄,[],@hongjun0107 대단하다 싱가펄
784,7,sara.the_great,Excuse me!!! Indonesia received few days ago before Singapore 😏,"['excus', 'indonesia', 'receiv', 'day', 'ago', 'singapor']",Excuse me!!! Indonesia received few days ago before Singapore :smirking_face:
785,8,joemar4u,Wow👍👍👍,['wow'],Wow:thumbs_up::thumbs_up::thumbs_up:
786,9,r8d3n,"Still on beta, waiting for the bugs to be solved before getting one 💯","['still', 'beta', 'wait', 'bug', 'solv', 'get', 'one']","Still on beta, waiting for the bugs to be solved before getting one :hundred_points:"
787,10,_lameer,I didn’t know a plane can open up like that. This is fascinating.,"['know', 'plane', 'open', 'like', 'fascin']",I didn’t know a plane can open up like that. This is fascinating.
788,11,dr._expert,Way to go,"['way', 'go']",Way to go
789,12,deaf_rhino,Is our government using Pfizer vaccine,"['govern', 'use', 'pfizer', 'vaccin']",Is our government using Pfizer vaccine
790,13,deaf_rhino,"If yes, you all can take it first. I'll wait and see.","['ye', 'take', 'first', 'wait', 'see']","If yes, you all can take it first. I'll wait and see."
791,14,kayy.la.laa,"NO ME ME ,, ME FIRST",['first'],"NO ME ME ,, ME FIRST"
792,15,bvxoe_,Hi @straits_times,['hi'],Hi @straits_times
793,16,ara_ara475,The plane laughing out loud eh,"['plane', 'laugh', 'loud', 'eh']",The plane laughing out loud eh
794,17,agus.wirabowo,Where is come from vaccine for singapore?? In Indonesia Vaccine come from China / Tiongkong🙏,"['come', 'vaccin', 'singapor', 'indonesia', 'vaccin', 'come', 'china', 'tiongkong']",Where is come from vaccine for singapore?? In Indonesia Vaccine come from China / Tiongkong:folded_hands:
795,18,spirit4me,USA was to get it all first; we paid for its development,"['usa', 'get', 'first', 'paid', 'develop']",USA was to get it all first; we paid for its development
796,19,grannylambert,❤️👍❤️,[],:red_heart::thumbs_up::red_heart:
797,20,grannylambert,Age of Aquarius 🙏 Welcome,"['age', 'aquariu', 'welcom']",Age of Aquarius :folded_hands: Welcome
798,21,tharikacc,Then the virus released its next version 🙂,"['viru', 'releas', 'next', 'version']",Then the virus released its next version :slightly_smiling_face:
799,22,yourcaleb,its beginning to look a lot like christmas 🎄,"['begin', 'look', 'lot', 'like', 'christma']",its beginning to look a lot like christmas :Christmas_tree:
800,23,bebyyullicaa,UK has made the vaccine! ☺️,"['uk', 'made', 'vaccin']",UK has made the vaccine! :smiling_face:
801,24,ironknight181,Bring it on.Time is precious. Vaccine is vital.,"['bring', 'preciou', 'vaccin', 'vital']",Bring it on.Time is precious. Vaccine is vital.
802,25,muddlehead333,No Comment ! To each its Own.,['comment'],No Comment ! To each its Own.
803,26,hmmmsothisinsta,"Its ok u can gv mine to docs nurses, front workers, they sacrifice so much, to those that really need it. 🤗","['ok', 'u', 'gv', 'mine', 'doc', 'nurs', 'front', 'worker', 'sacrific', 'much', 'realli', 'need']","Its ok u can gv mine to docs nurses, front workers, they sacrifice so much, to those that really need it. :hugging_face:"
804,27,hmmmsothisinsta,"Its ok u can gv mine to docs nurses, front workers, they sacrifice so much, to those that really need it. 🤗","['ok', 'u', 'gv', 'mine', 'doc', 'nurs', 'front', 'worker', 'sacrific', 'much', 'realli', 'need']","Its ok u can gv mine to docs nurses, front workers, they sacrifice so much, to those that really need it. :hugging_face:"
805,28,zach.wu,A great way to finish off a challenging year! 💪😊,"['great', 'way', 'finish', 'challeng', 'year']",A great way to finish off a challenging year! :flexed_biceps::smiling_face_with_smiling_eyes:
806,29,jontytuffin,How many doses?,"['mani', 'dose']",How many doses?
807,30,julietanli,Thank you all! 👍🙏👏👏👏,['thank'],Thank you all! :thumbs_up::folded_hands::clapping_hands::clapping_hands::clapping_hands:
808,31,_i_love_pom_pom,Yay,['yay'],Yay
809,32,mdjasm,👍👍,[],:thumbs_up::thumbs_up:
810,33,sirinat.p,@mattjingwei,[],@mattjingwei
811,34,p_tsl,Kudos to our leaders for make this New Year wish come through 🇸🇬,"['kudo', 'leader', 'make', 'new', 'year', 'wish', 'come']",Kudos to our leaders for make this New Year wish come through :Singapore:
812,35,_kyojuro__rengoku_,i hope they give it to the frontline workers and the foreign workers first tho,"['hope', 'give', 'frontlin', 'worker', 'foreign', 'worker', 'first', 'tho']",i hope they give it to the frontline workers and the foreign workers first tho
813,36,_.itachieyy,@metallica can make concert in sg already HAHA,"['make', 'concert', 'sg', 'alreadi', 'haha']",@metallica can make concert in sg already HAHA
814,37,mystixis,Are no one going to question the possible long-term side effects of the vaccines?,"['one', 'go', 'question', 'possibl', 'side', 'effect', 'vaccin']",Are no one going to question the possible long-term side effects of the vaccines?
815,38,subra_meenu,👍,[],:thumbs_up:
816,39,lexusljw,@k1mm3h_ don’t Kiasu okay? There’s enough for everyone . Don’t need to queue overnight machiam waiting for Apple latest phone,"['kiasu', 'okay', 'enough', 'everyon', 'need', 'queue', 'overnight', 'machiam', 'wait', 'appl', 'latest', 'phone']",@k1mm3h_ don’t Kiasu okay? There’s enough for everyone . Don’t need to queue overnight machiam waiting for Apple latest phone
817,40,ellazli,Leave some at @changiairport arrival hall. Too many imported cases these days,"['leav', 'arriv', 'hall', 'mani', 'import', 'case', 'day']",Leave some at @changiairport arrival hall. Too many imported cases these days
818,41,ts_fen23,@marcvincentong,[],@marcvincentong
819,42,duexxss,Zombie,['zombi'],Zombie
820,43,loli_arsonist_of_teyvat,Here comes the plane *reversed* *chomps*,"['come', 'plane', 'revers', 'chomp']",Here comes the plane *reversed* *chomps*
821,44,raphaye.l,The plane looks like it's laughing,"['plane', 'look', 'like', 'laugh']",The plane looks like it's laughing
822,45,bagterealz89,Give priority to all the health care front liners they deserve it they toil too much this one year,"['give', 'prioriti', 'health', 'care', 'front', 'liner', 'deserv', 'toil', 'much', 'one', 'year']",Give priority to all the health care front liners they deserve it they toil too much this one year
823,46,princesslmtgmailcomprincesslmt,❤️,[],:red_heart:
824,47,indignitas,"first buy, first obtainment i presume?","['first', 'buy', 'first', 'obtain', 'presum']","first buy, first obtainment i presume?"
825,48,jensen.9769,"Well done, SG govt ❤️","['well', 'done', 'sg', 'govt']","Well done, SG govt :red_heart:"
826,49,jeryl_dinero,Its the calm before the storm,"['calm', 'storm']",Its the calm before the storm
827,50,cynthia.cly,Thanks SG government for their hard work to make us the first & best.,"['thank', 'sg', 'govern', 'hard', 'work', 'make', 'us', 'first', 'best']",Thanks SG government for their hard work to make us the first & best.
828,51,joycekee892,@ybee.bee,[],@ybee.bee
829,52,joycekee892,@ahlibababas,[],@ahlibababas
830,53,joycekee892,@ivy.ang.9619,[],@ivy.ang.9619
831,54,itsraynerofficial,Whats the registration of the plane?,"['what', 'registr', 'plane']",Whats the registration of the plane?
832,55,ana_a_freire,🙏🏻,[],:folded_hands_light_skin_tone:
833,56,shioknesss,747 Tenet track playing in my head,"['tenet', 'track', 'play', 'head']",747 Tenet track playing in my head
834,57,carmenelccldtltellsl45plat,Yey! vaccine finally come😁😁😁😁,"['yey', 'vaccin', 'final', 'come']",Yey! vaccine finally come:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:
835,58,rosyvivian,@weijieeatsyouup,[],@weijieeatsyouup
836,59,arsenalizer7,Envy for sporean from Indonesian..😭..our govt only bring Sinovac from China 😢😢. Sporean u are all so lucly and blessed to have great govt.,"['envi', 'sporean', 'indonesian', 'govt', 'bring', 'sinovac', 'china', 'sporean', 'u', 'lucli', 'bless', 'great', 'govt']",Envy for sporean from Indonesian..:loudly_crying_face:..our govt only bring Sinovac from China :crying_face::crying_face:. Sporean u are all so lucly and blessed to have great govt.
837,60,dayriusz,it’s all fun and games until they drop the package,"['fun', 'game', 'drop', 'packag']",it’s all fun and games until they drop the package
838,61,wisma_sehati,Free somemore ..no need to pay .😎,"['free', 'somemor', 'need', 'pay']",Free somemore ..no need to pay .:smiling_face_with_sunglasses:
839,62,acogwheel,Where the anti vaxxers at,"['anti', 'vaxxer']",Where the anti vaxxers at
840,63,fekyou_imkerone,Survival of the richest again...,"['surviv', 'richest']",Survival of the richest again...
841,64,sand_artist_lawrence_koh,👍👍👍👍👍👍,[],:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:
842,65,hyun_do_cho,@jjjenpuraaa 우리 장기 체류자라서 무료로 맞을 수 있어 백신,[],@jjjenpuraaa 우리 장기 체류자라서 무료로 맞을 수 있어 백신
843,66,yelbaut,❤️🙌,[],:red_heart::raising_hands:
844,67,lovetreesnfruits,Singapore will be Asia’s distribution hub for various vaccines.,"['singapor', 'asia', 'distribut', 'hub', 'variou', 'vaccin']",Singapore will be Asia’s distribution hub for various vaccines.
845,68,shafeeq_hilman,Oh our Christmas present has arrived,"['oh', 'christma', 'present', 'arriv']",Oh our Christmas present has arrived
846,69,tinnietini,👏vshgsahcw,['vshgsahcw'],:clapping_hands:vshgsahcw
847,70,tinnietini,How,[],How
848,71,jt535582,😍,[],:smiling_face_with_heart-eyes:
849,72,leopard_moon,👍👍👍👍👍,[],:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:
850,73,some_hot_boi,Plane go “ahhhhh”,"['plane', 'go', 'ahhhhh']",Plane go “ahhhhh”
851,74,dinosauroarr,never knew a plane could open that way 😳,"['never', 'knew', 'plane', 'could', 'open', 'way']",never knew a plane could open that way :flushed_face:
852,75,demolotis,Give the vaccines to the dormitory workers first. They deserved all the hard work they did.,"['give', 'vaccin', 'dormitori', 'worker', 'first', 'deserv', 'hard', 'work']",Give the vaccines to the dormitory workers first. They deserved all the hard work they did.
853,76,khdreay_25,Singaporean so lucky 🙏,"['singaporean', 'lucki']",Singaporean so lucky :folded_hands:
854,77,bvxoe_,Me first me first,"['first', 'first']",Me first me first
855,78,hanaradaisirkhri,Best news of 2020! Thank you Govt! 🙆‍♀️ ❤️ 🇸🇬,"['best', 'news', 'thank', 'govt']",Best news of 2020! Thank you Govt! :woman_gesturing_OK: :red_heart: :Singapore:
856,79,urbrofirasali,Thank god,"['thank', 'god']",Thank god
857,80,pammyrose6,🙏❤️🙏,[],:folded_hands::red_heart::folded_hands:
858,81,locksusie,Welcome news. Thanks to our government. 🇸🇬,"['welcom', 'news', 'thank', 'govern']",Welcome news. Thanks to our government. :Singapore:
