,Threads,Thread Datetime,Comments,Comment Datetime,num_words
2324,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,mooseolly wrote: I want to collect but CC say out of stock how ar? You are in luck then. Big brother cannot get you yet. Salting the land with HardwareZone Forums app,2021-05-01 09:15:00,32
2325,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Jackrhino wrote: It is a matter of checks and balance, u give the government too much power and u get the case of China where they can just arrest any dissents, track anyone, punish anyone they want thru their social credit system. Check and balance are ensured if pap is not given overwhelming majority in parliament. Everything else is a farce.",2021-05-01 09:17:00,61
2326,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: You are what celebrity? Big brother so interested in your proximity data? If they want all they need to do is contact your telco. No need depend on a proximity device. You must be new here. Salting the land with HardwareZone Forums app,2021-05-01 09:18:00,45
2327,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,then why the fug gib moi a dogtag? telco nt enuff? AntiFakeNews wrote: You are what celebrity? Big brother so interested in your proximity data? If they want all they need to do is contact your telco. No need depend on a proximity device.,2021-05-01 09:18:00,44
2328,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Iamnobodyla wrote: So TT will track location ??? TT won't. But singpass will. Any apps that required for your geo location cna track your location. Some apps even if u turn off the geo, client side shows turn offed but background actually is still on. No way to prevent such things. For me I dont against TT cos I know I am not going to commit crime,second it can't see my gaint kuku bird . HardwareZone Forums app",2021-05-01 09:19:00,75
2329,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"AntiFakeNews wrote: To argue with people like you who watch too many Hollywood movies. If you want to argue/debate, then don't deflect the question",2021-05-01 09:19:00,24
2330,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: Check what? Didn\x92t see anyone abusing anything so far. Only people like you too free think too much. New member IB spotted.,2021-05-01 09:19:00,24
2331,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: Check what? Didn\x92t see anyone abusing anything so far. Only people like you too free think too much. Then why do you think they have to change the Constitution last min to put honeyma as president?,2021-05-01 09:23:00,38
2332,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: Find a job or a gf first. Not relevant to the discussion. But already have,2021-05-01 09:24:00,17
2333,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Perisher wrote: Another naive one spotted. How many are there? Ya ya.. anyone who disagrees with u is naive. You're the most shrewd one.,2021-05-01 09:24:00,23
2334,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: Does it affect your life? Are you suffering? No then why bother so much who is president? Then why bother to pull all stops to prevent others to be candidates?,2021-05-01 09:25:00,32
2335,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: Can\x92t be bothered. Got more things to do in life than to bother bo liao things. Only bbfa like you too free everyday find problems. The funny part is you have already shown yourself to be very free by posting here. Then now u said u can't be bothered?,2021-05-01 09:27:00,50
2336,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"AntiFakeNews wrote: Do no wrong get scared police check your location for what? Internet has been tracking your life why you no stop using internet? Too many Jason Bourne movies? You watch too many movies. Go study history instead. Naive one keep referring to movies. And don\x92t just study sg history, study all if you can, come back when you are more knowledgeable than just movies.",2021-05-01 09:28:00,66
2337,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,blasterlord2 wrote: Ya ya.. anyone who disagrees with u is naive. You're the most shrewd one. Waking up yet?,2021-05-01 09:30:00,18
2338,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: All I know is most people feel safe and have no problem with the Govt monitoring our lives. Only people like you watch too many movie think Govt will go rogue. maybe u think this govt will not go rogue. what if another party with bad intentions come into power and abuse its powers?,2021-05-01 09:32:00,56
2339,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: All I know is most people feel safe and have no problem with the Govt monitoring our lives. Only people like you watch too many movie think Govt will go rogue. Move to north korea,2021-05-01 09:34:00,37
2340,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Argue so what sio. It's not even compulsory to use the TT yet. Also can don't use the token but use HP app also mah. Can just off the App if never go to the place that requires it lol. so concerned about privacy then don't use your smartphone, don't even use internet lor.",2021-05-01 09:34:00,50
2341,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Then why even bother to have a president? AntiFakeNews wrote: Does it affect your life? Are you suffering? No then why bother so much who is president?,2021-05-01 09:36:00,27
2342,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"eclipsemints wrote: Argue so what sio. It's not even compulsory to use the TT yet. Also can don't use the token but use HP app also mah. Can just off the App if never go to the place that requires it lol. so concerned about privacy then don't use your smartphone, don't even use internet lor. some places already have compulsory TT TT app has compulsory settings, so not so so easy to just turn it off Sent from East Coast Plan Planning Committee from East Coast using GAGT",2021-05-01 09:37:00,85
2343,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"eclipsemints wrote: Argue so what sio. It's not even compulsory to use the TT yet. Also can don't use the token but use HP app also mah. Can just off the App if never go to the place that requires it lol. so concerned about privacy then don't use your smartphone, don't even use internet lor. It's compulsory for govt buildings and some malls.",2021-05-01 09:39:00,59
2344,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"AntiFakeNews wrote: Does it affect your life? Are you suffering? No then why bother so much who is president? Wow, is this guy so naive or what? Don\x92t see the dangers of giving Govt complete oversight on privacy nvm But to say never choose president also NVM. Eh you might as well say PM Lee be our supreme leader forever . No need election also , cos don\x92t affect you right? You not suffering right? This guy has got his head so far up his a$$",2021-05-01 09:40:00,84
